gpu,dataset,raw_images,batch_size,valid_points,grouped_samples,group_coords_s,write_image_tensors_s,load_diff3d_s,dataset_init_s,model_load_s,data_load_s,inference_s,assembly_s,log_file,power_duration_s,power_avg_w,power_min_w,power_max_w,power_energy_j,power_samples,power_csv,num_batches,image_resolution,input_channels,F_sample_gflops,total_gflops,io_core_s,top_level_s,core_latency_s,raw_to_grouped_ratio,grouped_per_raw,alpha_group_us_per_valid,beta_write_us_per_grouped,beta_write_s_per_element,beta_write_ns_per_element,gamma_io_us_per_grouped,power_minus_top_level_s
B200,R4000,4000,1024,3080,3080,0.200488,0.383662,0.074346,0.703563,1.238762617111206,0.7035970687866211,0.6981229782104492,0.07138776779174805,/home/zhong.zheng/PtychoPINN/modeling_exp/B200/R4000/bs1024.log,3.46,197.85473684210524,169.33,227.8,677.982,19,/home/zhong.zheng/PtychoPINN/modeling_exp/B200/R4000/bs1024_power.csv,4,64,4,1.67,5143.599999999999,0.58415,2.7118704319000244,1.4017200469970703,1.2987012987012987,0.77,65.0935064935065,124.56558441558441,7.602879908177759e-09,7.602879908177759,189.6590909090909,0.7481295680999756
B200,R8000,8000,1024,6320,6320,0.42328,0.803351,0.116316,1.406604,1.1262805461883545,1.406632900238037,0.8053615093231201,0.07136344909667969,/home/zhong.zheng/PtychoPINN/modeling_exp/B200/R8000/bs1024.log,4.47,203.34708333333333,170.67,248.63,902.0715,24,/home/zhong.zheng/PtychoPINN/modeling_exp/B200/R8000/bs1024_power.csv,7,64,4,1.67,10554.4,1.226631,3.4096384048461914,2.2119944095611572,1.2658227848101267,0.79,66.9746835443038,127.1125,7.758331298828125e-09,7.758331298828125,194.0871835443038,1.0603615951538083
B200,R12000,12000,1024,9604,9604,0.630934,1.149247,0.164861,2.029644,1.3617258071899414,2.029672622680664,0.8630223274230957,0.05973362922668457,/home/zhong.zheng/PtychoPINN/modeling_exp/B200/R12000/bs1024.log,5.87,207.7493548387097,171.27,258.32,1213.863,31,/home/zhong.zheng/PtychoPINN/modeling_exp/B200/R12000/bs1024_power.csv,10,64,4,1.67,16038.679999999998,1.7801809999999998,4.314154386520386,2.8926949501037598,1.2494793835901707,0.8003333333333333,65.69491878384007,119.66336942940441,7.303672450525171e-09,7.3036724505251716,185.35828821324446,1.5558456134796144
B200,R16000,16000,1024,12656,12656,0.842157,1.251701,0.214896,2.402994,1.7997958660125732,2.4030227661132812,0.9594032764434814,0.062102556228637695,/home/zhong.zheng/PtychoPINN/modeling_exp/B200/R16000/bs1024.log,7.27,210.11552631578942,172.72,265.66,1522.3789999999995,38,/home/zhong.zheng/PtychoPINN/modeling_exp/B200/R16000/bs1024_power.csv,13,64,4,1.67,21135.52,2.093858,5.224324464797974,3.3624260425567627,1.2642225031605563,0.791,66.54211441213654,98.90178571428571,6.0364859444754465e-09,6.036485944475446,165.44390012642225,2.045675535202026
B200,R20000,20000,1024,16002,16002,1.066313,1.928331,0.292746,3.40539,1.1957099437713623,3.4054229259490967,1.0517809391021729,0.06707906723022461,/home/zhong.zheng/PtychoPINN/modeling_exp/B200/R20000/bs1024.log,8.07,211.5707142857143,169.09,260.92,1702.6985,42,/home/zhong.zheng/PtychoPINN/modeling_exp/B200/R20000/bs1024_power.csv,16,64,4,1.67,26723.34,2.994644,5.7199928760528564,4.4572038650512695,1.249843769528809,0.8001,66.63623297087864,120.50562429696288,7.355079607968926e-09,7.355079607968926,187.14185726784152,2.350007123947144
B200,R26000,26000,1024,20880,20880,1.529602,2.530115,0.369027,4.586711,1.9749364852905273,4.5867414474487305,1.131690263748169,0.07323265075683594,/home/zhong.zheng/PtychoPINN/modeling_exp/B200/R26000/bs1024.log,11.07,213.46122807017545,169.14,259.47,2360.1733000000004,57,/home/zhong.zheng/PtychoPINN/modeling_exp/B200/R26000/bs1024_power.csv,21,64,4,1.67,34869.6,4.059717,7.766600847244263,5.718431711196899,1.2452107279693487,0.803076923076923,73.25680076628352,121.17409003831418,7.395879518940074e-09,7.395879518940074,194.4308908045977,3.3033991527557376
H200,R1000,1000,1024,784,784,0.072997,0.023245,0.009867,0.127484,1.0884993076324463,0.1275162696838379,0.2859153747558594,0.031294822692871094,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R1000/bs1024.log,1.82,122.58818181818184,91.51,143.88,227.31,11,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R1000/bs1024_power.csv,1,64,4,1.67,1309.28,0.09624200000000001,1.5332257747650146,0.41343164443969727,1.2755102040816326,0.784,93.10841836734694,29.649234693877553,1.8096456722337371e-09,1.809645672233737,122.7576530612245,0.2867742252349854
H200,R2000,2000,1024,1521,1521,0.141216,0.044797,0.05096,0.260463,1.131157636642456,0.2604968547821045,0.33581042289733887,0.026043176651000977,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R2000/bs1024.log,2.02,126.37750000000001,91.21,152.25,260.222,12,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R2000/bs1024_power.csv,2,64,4,1.67,2540.0699999999997,0.186013,1.7535080909729004,0.5963072776794434,1.3149243918474687,0.7605,92.84418145956607,29.45233399079553,1.797627807055391e-09,1.797627807055391,122.29651545036161,0.2664919090270996
H200,R4000,4000,1024,3080,3080,0.253386,0.08822,0.031557,0.400923,1.2123029232025146,0.4009585380554199,0.4208872318267822,0.02968764305114746,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R4000/bs1024.log,2.42,130.21357142857144,96.54,169.79,318.657,14,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R4000/bs1024_power.csv,4,64,4,1.67,5143.599999999999,0.341606,2.0638363361358643,0.8218457698822021,1.2987012987012987,0.77,82.26818181818182,28.642857142857142,1.7482212611607143e-09,1.7482212611607144,110.91103896103895,0.35616366386413567
H200,R8000,8000,1024,6320,6320,0.50217,0.181861,0.05933,0.778994,1.0560901165008545,0.7790281772613525,0.5063276290893555,0.040575504302978516,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R8000/bs1024.log,2.82,132.856875,91.42,203.51,378.33225,16,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R8000/bs1024_power.csv,7,64,4,1.67,10554.4,0.6840310000000001,2.382021427154541,1.285355806350708,1.2658227848101267,0.79,79.45727848101266,28.775474683544303,1.756315593478046e-09,1.7563155934780459,108.23275316455697,0.4379785728454588
H200,R12000,12000,1024,9604,9604,0.745743,0.281775,0.088856,1.162215,1.034391164779663,1.1622507572174072,0.6173570156097412,0.0466158390045166,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R12000/bs1024.log,3.42,140.80894736842106,91.68,237.13,483.857,19,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R12000/bs1024_power.csv,10,64,4,1.67,16038.679999999998,1.0275180000000002,2.860614776611328,1.7796077728271484,1.2494793835901707,0.8003333333333333,77.64920866305705,29.339337775926698,1.7907310654252134e-09,1.7907310654252133,106.98854643898378,0.5593852233886718
H200,R16000,16000,1024,12656,12656,0.964265,0.368892,0.11884,1.507071,1.0446689128875732,1.5071091651916504,0.7076728343963623,0.05113840103149414,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R16000/bs1024.log,4.22,152.00043478260872,91.71,250.42,647.1119999999999,23,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R16000/bs1024_power.csv,13,64,4,1.67,21135.52,1.333157,3.31058931350708,2.2147819995880127,1.2642225031605563,0.791,76.19034450063211,29.147597977243993,1.7790281968532712e-09,1.7790281968532713,105.33794247787611,0.9094106864929197
H200,R20000,20000,1024,16002,16002,1.191447,0.492316,0.147066,1.939329,1.026859998703003,1.9393675327301025,0.8102872371673584,0.058167457580566406,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R20000/bs1024.log,4.82,154.32961538461538,92.33,266.18,750.5265500000002,26,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R20000/bs1024_power.csv,16,64,4,1.67,26723.34,1.683763,3.8346822261810303,2.749654769897461,1.249843769528809,0.8001,74.45613048368953,30.765904261967254,1.8778017738017123e-09,1.8778017738017123,105.2220347456568,0.98531777381897
H200,R26000,26000,1024,20880,20880,1.567972,0.591429,0.191756,2.430413,1.0698864459991455,2.4304544925689697,0.9703934192657471,0.05489802360534668,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R26000/bs1024.log,5.85,162.51451612903227,92.01,268.18,959.3541499999999,31,/home/zhong.zheng/PtychoPINN/modeling_exp/H200/R26000/bs1024_power.csv,21,64,4,1.67,34869.6,2.159401,4.525632381439209,3.400847911834717,1.2452107279693487,0.803076923076923,75.09444444444445,28.32514367816092,1.7288295702002514e-09,1.7288295702002514,103.41958812260536,1.3243676185607907
MI300A,R1000,1000,1024,784,784,0.052171,0.052055,0.018418,0.151169,1.4750046730041504,0.1511988639831543,1.441709280014038,0.04073929786682129,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R1000/bs1024.log,4.0,121.72727272727273,80.0,194.0,488.29999999999995,22,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R1000/bs1024_power.csv,1,64,4,1.67,1309.28,0.104226,3.108652114868164,1.5929081439971924,1.2755102040816326,0.784,66.54464285714286,66.39668367346938,4.0525319624920275e-09,4.0525319624920275,132.94132653061226,0.8913478851318359
MI300A,R2000,2000,1024,1521,1521,0.100605,0.114081,0.034872,0.315105,1.322561502456665,0.31513547897338867,2.1703574657440186,0.04338479042053223,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R2000/bs1024.log,4.8,132.5,80.0,196.0,641.8999999999999,26,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R2000/bs1024_power.csv,2,64,4,1.67,2540.0699999999997,0.214686,3.8514392375946045,2.4854929447174072,1.3149243918474687,0.7605,66.1439842209073,75.00394477317555,4.57787748859714e-09,4.5778774885971405,141.14792899408283,0.9485607624053953
MI300A,R4000,4000,1024,3080,3080,0.206087,0.24001,0.058079,0.559989,1.3425586223602295,0.560028076171875,2.2002108097076416,0.0348515510559082,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R4000/bs1024.log,5.2,131.96428571428572,80.0,248.0,691.9,28,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R4000/bs1024_power.csv,4,64,4,1.67,5143.599999999999,0.44609699999999997,4.137649059295654,2.7602388858795166,1.2987012987012987,0.77,66.91136363636363,77.92532467532467,4.7561843673904224e-09,4.756184367390422,144.8366883116883,1.0623509407043459
MI300A,R8000,8000,1024,6320,6320,0.424182,0.474157,0.089379,1.05052,1.5021681785583496,1.0505669116973877,2.4697763919830322,0.038581132888793945,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R8000/bs1024.log,6.81,130.41666666666666,80.0,324.0,905.8249999999999,36,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R8000/bs1024_power.csv,7,64,4,1.67,10554.4,0.898339,5.0610926151275635,3.52034330368042,1.2658227848101267,0.79,67.11740506329114,75.0248417721519,4.579152940194818e-09,4.579152940194818,142.14224683544305,1.7489073848724361
MI300A,R12000,12000,1024,9604,9604,0.647393,0.680364,0.139631,1.567526,1.342607021331787,1.5675792694091797,3.0786168575286865,0.04602932929992676,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R12000/bs1024.log,8.0,152.23809523809524,80.0,325.0,1232.1000000000001,42,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R12000/bs1024_power.csv,10,64,4,1.67,16038.679999999998,1.327757,6.03483247756958,4.646196126937866,1.2494793835901707,0.8003333333333333,67.40868388171594,70.84173261141191,4.323836218958246e-09,4.323836218958246,138.25041649312786,1.96516752243042
MI300A,R16000,16000,1024,12656,12656,0.840252,0.693274,0.205649,1.824851,1.7329511642456055,1.8249073028564453,3.5914998054504395,0.06017184257507324,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R16000/bs1024.log,9.81,145.5686274509804,80.0,326.0,1450.46,51,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R16000/bs1024_power.csv,13,64,4,1.67,21135.52,1.533526,7.2095301151275635,5.416407108306885,1.2642225031605563,0.791,66.39159292035399,54.77828697850822,3.3434013048405892e-09,3.3434013048405893,121.1698798988622,2.600469884872437
MI300A,R20000,20000,1024,16002,16002,1.059995,1.061616,0.220942,2.449128,1.3728282451629639,2.4491829872131348,4.117829322814941,0.0637962818145752,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R20000/bs1024.log,11.01,150.7017543859649,80.0,329.0,1685.0149999999999,57,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R20000/bs1024_power.csv,16,64,4,1.67,26723.34,2.1216109999999997,8.003636837005615,6.567012310028076,1.249843769528809,0.8001,66.24140732408449,66.34270716160479,4.049237497656543e-09,4.049237497656542,132.58411448568927,3.0063631629943846
MI300A,R26000,26000,1024,20880,20880,1.374227,1.528965,0.288441,3.318314,1.3696236610412598,3.3183634281158447,4.357042551040649,0.07327699661254883,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R26000/bs1024.log,13.01,151.44776119402985,80.0,330.0,1995.495,67,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300A/R26000/bs1024_power.csv,21,64,4,1.67,34869.6,2.9031919999999998,9.118306636810303,7.675405979156494,1.2452107279693487,0.803076923076923,65.81546934865901,73.22629310344827,4.469378241177263e-09,4.469378241177263,139.0417624521073,3.891693363189697
MI300X,R1000,1000,1024,784,784,0.051847,0.025711,0.039509,0.137138,1.011376142501831,0.13717389106750488,0.5779778957366943,0.05004382133483887,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R1000/bs1024.log,1.93,150.36363636363637,123.0,222.0,271.4,11,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R1000/bs1024_power.csv,1,64,4,1.67,1309.28,0.077558,1.7765717506408691,0.7151517868041992,1.2755102040816326,0.784,66.1313775510204,32.794642857142854,2.0016261509486606e-09,2.0016261509486606,98.92602040816327,0.1534282493591308
MI300X,R2000,2000,1024,1521,1521,0.10322,0.052016,0.024147,0.201107,1.010321855545044,0.2011268138885498,0.6349217891693115,0.03509831428527832,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R2000/bs1024.log,2.21,158.23076923076923,124.0,261.0,349.93,13,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R2000/bs1024_power.csv,2,64,4,1.67,2540.0699999999997,0.155236,1.8814687728881836,0.8360486030578613,1.3149243918474687,0.7605,67.86324786324786,34.198553583168966,2.0873140614727155e-09,2.0873140614727155,102.06180144641684,0.32853122711181637
MI300X,R4000,4000,1024,3080,3080,0.20246,0.104072,0.043971,0.378456,1.0739655494689941,0.37848615646362305,0.7093214988708496,0.03959488868713379,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R4000/bs1024.log,2.6,173.93333333333334,123.0,357.0,456.29999999999995,15,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R4000/bs1024_power.csv,4,64,4,1.67,5143.599999999999,0.306532,2.2013680934906006,1.0878076553344727,1.2987012987012987,0.77,65.73376623376623,33.78961038961039,2.0623541497564934e-09,2.0623541497564934,99.52337662337662,0.3986319065093995
MI300X,R8000,8000,1024,6320,6320,0.427481,0.204393,0.084636,0.75292,1.014272928237915,0.7529547214508057,0.8389983177185059,0.04346132278442383,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R8000/bs1024.log,3.4,189.73684210526315,124.0,449.0,661.2,19,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R8000/bs1024_power.csv,7,64,4,1.67,10554.4,0.631874,2.6496872901916504,1.5919530391693115,1.2658227848101267,0.79,67.63939873417722,32.340664556962025,1.973917514463014e-09,1.9739175144630141,99.98006329113925,0.7503127098083495
MI300X,R12000,12000,1024,9604,9604,0.663238,0.331337,0.11674,1.155685,0.9752197265625,1.155717372894287,0.9703612327575684,0.07171988487243652,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R12000/bs1024.log,4.0,199.72727272727272,124.0,380.0,810.1000000000001,22,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R12000/bs1024_power.csv,10,64,4,1.67,16038.679999999998,0.994575,3.173018217086792,2.1260786056518555,1.2494793835901707,0.8003333333333333,69.05851728446481,34.499895876718035,2.105706535444216e-09,2.105706535444216,103.55841316118284,0.826981782913208
MI300X,R16000,16000,1024,12656,12656,0.854781,0.403143,0.153845,1.463903,1.3587093353271484,1.463937759399414,1.102381944656372,0.07465934753417969,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R16000/bs1024.log,5.2,201.46428571428572,124.0,378.0,1066.6000000000001,28,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R16000/bs1024_power.csv,13,64,4,1.67,21135.52,1.257924,3.9996883869171143,2.566319704055786,1.2642225031605563,0.791,67.53958596713022,31.853903286978507,1.944207964293122e-09,1.9442079642931218,99.39348925410873,1.200311613082886
MI300X,R20000,20000,1024,16002,16002,1.056312,0.507199,0.190622,1.814456,1.0080740451812744,1.8144903182983398,1.242375135421753,0.07597064971923828,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R20000/bs1024.log,5.61,213.56666666666666,124.0,385.0,1222.8799999999999,30,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R20000/bs1024_power.csv,16,64,4,1.67,26723.34,1.5635109999999999,4.1409101486206055,3.0568654537200928,1.249843769528809,0.8001,66.01124859392576,31.695975503062115,1.9345688173255683e-09,1.9345688173255684,97.70722409698786,1.4690898513793949
MI300X,R26000,26000,1024,20880,20880,1.399792,0.673593,0.300905,2.447723,1.3115763664245605,2.4477572441101074,1.4464430809020996,0.0552980899810791,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R26000/bs1024.log,7.0,216.72972972972974,124.0,399.0,1541.0999999999997,37,/home/zhong.zheng/PtychoPINN/modeling_exp/MI300X/R26000/bs1024_power.csv,21,64,4,1.67,34869.6,2.073385,5.261074781417847,3.894200325012207,1.2452107279693487,0.803076923076923,67.03984674329502,32.260201149425285,1.969006417811602e-09,1.969006417811602,99.3000478927203,1.7389252185821533
Max,R1000,1000,1024,784,784,0.073816,0.012132,0.030678,0.162634,2.0302846431732178,0.16266608238220215,0.8757576942443848,0.1602933406829834,/home/zhong.zheng/PtychoPINN/modeling_exp/Max/R1000/bs1024.log,3.05,289.39769230769235,274.17,323.87,813.0870000000001,13,/home/zhong.zheng/PtychoPINN/modeling_exp/Max/R1000/bs1024_power.csv,1,64,4,1.67,1309.28,0.08594800000000001,3.229001760482788,1.038423776626587,1.2755102040816326,0.784,94.15306122448979,15.474489795918368,9.444879025829081e-10,0.9444879025829082,109.62755102040818,-0.17900176048278826
Max,R2000,2000,1024,1521,1521,0.147429,0.022542,0.052174,0.271373,2.050342321395874,0.27141284942626953,1.4145140647888184,0.16243386268615723,/home/zhong.zheng/PtychoPINN/modeling_exp/Max/R2000/bs1024.log,3.89,288.3675,272.28,339.58,1046.1630000000002,16,/home/zhong.zheng/PtychoPINN/modeling_exp/Max/R2000/bs1024_power.csv,2,64,4,1.67,2540.0699999999997,0.169971,3.898703098297119,1.685926914215088,1.3149243918474687,0.7605,96.92899408284023,14.820512820512821,9.045723157051282e-10,0.9045723157051282,111.74950690335305,-0.008703098297119016
Max,R4000,4000,1024,3080,3080,0.294026,0.043481,0.094176,0.487804,0.8187057971954346,0.4878377914428711,1.5552704334259033,0.3151228427886963,/home/zhong.zheng/PtychoPINN/modeling_exp/Max/R4000/bs1024.log,3.15,303.01846153846157,272.72,432.57,898.2445,13,/home/zhong.zheng/PtychoPINN/modeling_exp/Max/R4000/bs1024_power.csv,4,64,4,1.67,5143.599999999999,0.337507,3.1769368648529053,2.0431082248687744,1.2987012987012987,0.77,95.46298701298701,14.117207792207791,8.616459834111201e-10,0.8616459834111201,109.58019480519481,-0.026936864852905362
Max,R8000,8000,1024,6320,6320,0.60521,0.091691,0.17815,0.940641,0.8181517124176025,0.9406771659851074,2.3147599697113037,0.18065953254699707,/home/zhong.zheng/PtychoPINN/modeling_exp/Max/R8000/bs1024.log,4.79,329.4126315789474,274.46,439.09,1525.4129,19,/home/zhong.zheng/PtychoPINN/modeling_exp/Max/R8000/bs1024_power.csv,7,64,4,1.67,10554.4,0.696901,4.254248380661011,3.255437135696411,1.2658227848101267,0.79,95.76107594936708,14.508069620253165,8.8550229615803e-10,0.88550229615803,110.26914556962025,0.5357516193389893
Max,R12000,12000,1024,9604,9604,0.926852,0.139626,0.264157,1.405066,0.8207519054412842,1.405099630355835,2.9149229526519775,0.17159223556518555,/home/zhong.zheng/PtychoPINN/modeling_exp/Max/R12000/bs1024.log,5.92,314.98086956521735,272.6,433.13,1818.6176499999997,23,/home/zhong.zheng/PtychoPINN/modeling_exp/Max/R12000/bs1024_power.csv,10,64,4,1.67,16038.679999999998,1.066478,5.312366724014282,4.3200225830078125,1.2494793835901707,0.8003333333333333,96.50687213660974,14.538317367763431,8.873484721535298e-10,0.8873484721535299,111.04518950437318,0.6076332759857177
